# Feature selection method: MIC
# The features were ranked according to their importance, the topper the more important the feature is
=======================
feature	MIC-value
SeqPos.5.FINA770101	0.009
SeqPos.2.AURR980104	0.009
SeqPos.2.HUTJ700102	0.009
SeqPos.4.KOEP990102	0.009
SeqPos.9.RACS820103	0.009
SeqPos.9.QIAN880106	0.009
SeqPos.2.CIDH920103	0.009
SeqPos.7.QIAN880139	0.009
SeqPos.2.ROSM880101	0.009
SeqPos.4.ISOY800103	0.009
SeqPos.8.FUKS010103	0.009
SeqPos.9.QIAN880111	0.009
SeqPos.5.BIGC670101	0.009
SeqPos.8.CHOP780215	0.009
SeqPos.1.OOBM770103	0.009
SeqPos.6.BLAS910101	0.009
SeqPos.3.BROC820102	0.009
SeqPos.8.RACS770103	0.009
SeqPos.4.RACS820113	0.009
SeqPos.8.FUKS010110	0.009
SeqPos.1.ISOY800105	0.009
SeqPos.5.WERD780101	0.009
SeqPos.1.QIAN880129	0.009
SeqPos.4.CEDJ970105	0.009
SeqPos.1.MEEJ800102	0.009
SeqPos.7.GEIM800101	0.009
SeqPos.9.QIAN880131	0.009
SeqPos.9.KUHL950101	0.008
SeqPos.6.QIAN880130	0.008
SeqPos.6.PTIO830102	0.008
SeqPos.3.NAKH920106	0.008
SeqPos.8.ROBB760110	0.008
SeqPos.5.PALJ810108	0.008
SeqPos.5.DAYM780201	0.008
SeqPos.2.SNEP660104	0.008
SeqPos.5.PRAM820102	0.008
SeqPos.1.RADA880105	0.008
SeqPos.6.CIDH920101	0.008
SeqPos.6.RICJ880117	0.008
SeqPos.1.WILM950102	0.008
SeqPos.9.ZHOH040102	0.008
SeqPos.8.CHOP780216	0.008
SeqPos.4.KANM800103	0.008
SeqPos.5.MEEJ800101	0.008
SeqPos.2.LEWP710101	0.008
SeqPos.2.VASM830101	0.008
SeqPos.9.JOND920102	0.008
SeqPos.1.NAKH900104	0.008
SeqPos.1.PONP800101	0.008
SeqPos.3.HUTJ700102	0.008
SeqPos.5.LEVM780102	0.008
SeqPos.5.PRAM900103	0.008
SeqPos.7.FASG760105	0.008
SeqPos.3.CIDH920103	0.008
SeqPos.4.RICJ880113	0.008
SeqPos.3.RADA880108	0.008
SeqPos.5.KARP850102	0.008
SeqPos.3.OOBM770102	0.008
SeqPos.2.LIFS790103	0.008
SeqPos.8.CHAM820101	0.008
SeqPos.5.ISOY800104	0.008
SeqPos.8.JURD980101	0.008
SeqPos.6.GOLD730101	0.008
SeqPos.4.SNEP660101	0.008
SeqPos.8.CHOP780211	0.008
SeqPos.7.CHOC760102	0.008
SeqPos.4.CEDJ970101	0.008
SeqPos.5.HUTJ700103	0.008
SeqPos.4.AURR980103	0.008
SeqPos.2.PUNT030102	0.008
SeqPos.6.CEDJ970102	0.008
SeqPos.4.ANDN920101	0.008
SeqPos.1.PRAM900101	0.008
SeqPos.1.ENGD860101	0.008
SeqPos.5.DIGM050101	0.008
SeqPos.7.GEOR030105	0.008
SeqPos.9.WILM950104	0.008
SeqPos.3.OOBM850103	0.008
SeqPos.1.RICJ880117	0.008
SeqPos.1.RACS770103	0.008
SeqPos.4.WOLS870101	0.008
SeqPos.9.ROBB760108	0.008
SeqPos.2.ZIMJ680102	0.008
SeqPos.7.GEOR030108	0.008
SeqPos.3.CRAJ730103	0.008
SeqPos.3.QIAN880134	0.008
SeqPos.6.CRAJ730102	0.008
SeqPos.4.JOND920101	0.008
SeqPos.6.NAKH920103	0.008
SeqPos.8.LEWP710101	0.008
SeqPos.9.OOBM770104	0.008
SeqPos.3.PALJ810116	0.008
SeqPos.9.CHOC760104	0.008
SeqPos.3.OOBM850105	0.008
SeqPos.3.TANS770108	0.008
SeqPos.3.JUNJ780101	0.008
SeqPos.5.AURR980113	0.008
SeqPos.1.RICJ880109	0.008
SeqPos.4.LEVM760107	0.008
SeqPos.3.COWR900101	0.008
SeqPos.6.MCMT640101	0.008
SeqPos.5.FUKS010107	0.008
SeqPos.7.PALJ810102	0.008
SeqPos.6.KRIW710101	0.008
SeqPos.8.LIFS790102	0.008
SeqPos.4.MEEJ800102	0.008
SeqPos.9.LEVM780101	0.008
SeqPos.9.PRAM900102	0.008
SeqPos.5.LEVM780103	0.008
SeqPos.7.RACS770101	0.008
SeqPos.1.WOLS870102	0.008
SeqPos.2.PALJ810116	0.008
SeqPos.9.BURA740102	0.008
SeqPos.4.QIAN880112	0.008
SeqPos.2.AURR980101	0.008
SeqPos.9.CHOC760103	0.008
SeqPos.3.PALJ810108	0.008
SeqPos.4.AURR980112	0.008
SeqPos.9.BULH740102	0.008
SeqPos.1.SNEP660101	0.008
SeqPos.3.PUNT030101	0.008
SeqPos.5.GRAR740102	0.008
SeqPos.9.SNEP660103	0.008
SeqPos.4.OOBM770104	0.008
SeqPos.3.NADH010107	0.008
SeqPos.1.NAKH900101	0.008
SeqPos.5.KOEP990101	0.008
SeqPos.5.MEEJ810101	0.008
SeqPos.3.AURR980114	0.008
SeqPos.5.QIAN880104	0.008
SeqPos.9.LEVM780104	0.008
SeqPos.1.CEDJ970104	0.008
SeqPos.9.CEDJ970104	0.008
SeqPos.5.TANS770108	0.008
SeqPos.1.BURA740102	0.008
SeqPos.6.GEOR030106	0.008
SeqPos.1.QIAN880106	0.008
SeqPos.4.BURA740101	0.008
SeqPos.5.CRAJ730101	0.008
SeqPos.2.CHOP780210	0.008
SeqPos.8.PARJ860101	0.008
SeqPos.2.NAKH900101	0.008
SeqPos.7.DESM900101	0.008
SeqPos.5.CIDH920101	0.008
SeqPos.4.GEOR030103	0.008
SeqPos.1.FAUJ880106	0.008
SeqPos.9.PALJ810110	0.008
SeqPos.1.FASG760105	0.008
SeqPos.3.MEIH800102	0.008
SeqPos.9.QIAN880123	0.008
SeqPos.6.MIYS990103	0.008
SeqPos.7.PUNT030102	0.008
SeqPos.5.AURR980108	0.008
SeqPos.6.AURR980108	0.008
SeqPos.4.NAGK730103	0.008
SeqPos.5.RACS820108	0.008
SeqPos.6.TANS770108	0.008
SeqPos.2.BURA740101	0.008
SeqPos.1.NISK860101	0.008
SeqPos.5.KUMS000103	0.008
SeqPos.4.ROSM880101	0.008
SeqPos.1.TANS770101	0.008
SeqPos.5.QIAN880138	0.008
SeqPos.8.GEOR030104	0.008
SeqPos.8.NAKH900103	0.008
SeqPos.9.NAKH920102	0.008
SeqPos.8.NAKH900101	0.008
SeqPos.3.YUTK870102	0.008
SeqPos.9.PRAM900104	0.008
SeqPos.2.ROBB760108	0.008
SeqPos.1.PONP800103	0.008
SeqPos.3.JOND920101	0.008
SeqPos.9.FUKS010109	0.008
SeqPos.3.MIYS990102	0.008
SeqPos.4.JURD980101	0.008
SeqPos.9.AURR980115	0.008
SeqPos.2.ROBB760101	0.008
SeqPos.6.RICJ880113	0.008
SeqPos.3.BEGF750101	0.008
SeqPos.5.CHOP780205	0.008
SeqPos.5.BROC820101	0.008
SeqPos.6.ZIMJ680101	0.008
SeqPos.6.ISOY800102	0.008
SeqPos.2.YUTK870102	0.008
SeqPos.3.JANJ790102	0.008
SeqPos.9.MAXF760104	0.008
SeqPos.1.NAKH900107	0.008
SeqPos.1.CORJ870107	0.008
SeqPos.5.MIYS990101	0.008
SeqPos.2.MONM990201	0.008
SeqPos.4.HUTJ700102	0.008
SeqPos.9.QIAN880103	0.008
SeqPos.3.PALJ810101	0.008
SeqPos.1.RICJ880113	0.008
SeqPos.5.PONP800107	0.008
SeqPos.7.NAKH900108	0.008
SeqPos.2.RADA880104	0.008
SeqPos.7.QIAN880117	0.008
SeqPos.8.RICJ880117	0.008
SeqPos.5.ISOY800103	0.008
SeqPos.2.AURR980115	0.008
SeqPos.3.AURR980111	0.008
SeqPos.3.PALJ810112	0.008
SeqPos.4.PLIV810101	0.008
SeqPos.4.EISD860103	0.008
SeqPos.7.RADA880107	0.008
SeqPos.3.GEIM800106	0.008
SeqPos.6.QIAN880104	0.008
SeqPos.3.WILM950103	0.008
SeqPos.9.PALJ810106	0.008
SeqPos.4.ZHOH040102	0.008
SeqPos.2.QIAN880128	0.008
SeqPos.4.NAKH920108	0.008
SeqPos.3.QIAN880133	0.008
SeqPos.5.ROBB760110	0.008
SeqPos.2.VINM940101	0.008
SeqPos.6.QIAN880119	0.008
SeqPos.9.RICJ880108	0.008
SeqPos.4.BROC820102	0.008
SeqPos.2.NAKH900102	0.008
SeqPos.2.PARS000102	0.008
SeqPos.1.TANS770110	0.008
SeqPos.7.GEIM800111	0.008
SeqPos.2.TANS770105	0.008
SeqPos.6.GUYH850105	0.008
SeqPos.8.RACS820106	0.008
SeqPos.4.PONJ960101	0.008
SeqPos.1.QIAN880122	0.008
SeqPos.5.QIAN880118	0.008
SeqPos.8.BASU050101	0.008
SeqPos.4.QIAN880136	0.008
SeqPos.1.PONJ960101	0.008
SeqPos.8.FINA910103	0.008
SeqPos.6.QIAN880106	0.008
SeqPos.5.GRAR740103	0.008
SeqPos.5.GEOR030104	0.008
SeqPos.6.LEVM780104	0.008
SeqPos.8.BULH740101	0.008
SeqPos.2.BASU050103	0.008
SeqPos.7.NAKH900104	0.008
SeqPos.4.CORJ870108	0.008
SeqPos.5.OOBM770104	0.008
SeqPos.4.QIAN880115	0.008
SeqPos.4.PALJ810106	0.008
SeqPos.5.AURR980116	0.008
SeqPos.9.TANS770108	0.008
SeqPos.9.SUEM840102	0.008
SeqPos.4.GEIM800106	0.008
SeqPos.1.RADA880107	0.008
SeqPos.5.ARGP820102	0.008
SeqPos.1.RICJ880105	0.008
SeqPos.3.AURR980110	0.008
SeqPos.1.OOBM770101	0.008
SeqPos.6.ROBB760106	0.008
SeqPos.9.LEVM780103	0.008
SeqPos.1.EISD840101	0.008
SeqPos.4.RADA880107	0.008
SeqPos.5.QIAN880137	0.008
SeqPos.9.NAKH920108	0.008
SeqPos.1.QIAN880103	0.008
SeqPos.1.NAKH900109	0.008
SeqPos.9.JANJ780101	0.008
SeqPos.8.FASG760105	0.008
SeqPos.4.LEVM760101	0.008
SeqPos.1.VINM940103	0.008
SeqPos.4.JOND750102	0.008
SeqPos.2.WOLR810101	0.008
SeqPos.5.QIAN880119	0.008
SeqPos.2.NAKH920106	0.008
SeqPos.3.WILM950101	0.008
SeqPos.5.FUKS010110	0.008
SeqPos.9.WOLS870102	0.008
SeqPos.1.TSAJ990101	0.008
SeqPos.1.TSAJ990102	0.008
SeqPos.7.TANS770102	0.008
SeqPos.1.RACS820111	0.008
SeqPos.5.VASM830103	0.008
SeqPos.8.RICJ880109	0.008
SeqPos.5.PARJ860101	0.008
SeqPos.3.QIAN880119	0.008
SeqPos.8.CHAM830102	0.008
SeqPos.9.QIAN880107	0.008
SeqPos.2.RADA880106	0.008
SeqPos.5.CEDJ970104	0.008
SeqPos.8.ZHOH040103	0.008
SeqPos.4.RACS820106	0.008
SeqPos.4.PALJ810109	0.008
SeqPos.9.KOEP990101	0.008
SeqPos.7.ISOY800107	0.008
SeqPos.4.NADH010105	0.008
SeqPos.8.AURR980102	0.008
SeqPos.4.NAKH920103	0.008
SeqPos.8.CORJ870101	0.008
SeqPos.1.ROSG850101	0.008
SeqPos.1.EISD860102	0.008
SeqPos.5.RADA880103	0.008
SeqPos.9.GEOR030105	0.008
SeqPos.8.FAUJ880106	0.008
SeqPos.6.AURR980120	0.008
SeqPos.8.WERD780103	0.008
SeqPos.3.QIAN880123	0.008
SeqPos.8.BEGF750101	0.008
SeqPos.5.QIAN880116	0.008
SeqPos.2.EISD840101	0.008
SeqPos.2.RACS820101	0.008
SeqPos.6.COWR900101	0.008
SeqPos.6.MIYS990101	0.008
SeqPos.6.SNEP660102	0.008
SeqPos.5.CEDJ970103	0.008
SeqPos.6.GEIM800104	0.008
SeqPos.1.AURR980106	0.008
SeqPos.3.NADH010103	0.008
SeqPos.7.CHAM820102	0.008
SeqPos.8.YUTK870102	0.008
SeqPos.5.MUNV940105	0.008
SeqPos.4.GEIM800105	0.008
SeqPos.2.NAKH920104	0.008
SeqPos.4.ROBB760111	0.008
SeqPos.2.CHAM820102	0.008
SeqPos.5.QIAN880117	0.008
SeqPos.7.RICJ880111	0.008
SeqPos.3.FUKS010106	0.008
SeqPos.6.HUTJ700101	0.008
SeqPos.3.GEIM800109	0.008
SeqPos.6.RADA880102	0.008
SeqPos.4.FUKS010105	0.008
SeqPos.5.ROBB760109	0.008
SeqPos.7.CRAJ730101	0.008
SeqPos.6.LIFS790103	0.008
SeqPos.8.LEVM760106	0.008
SeqPos.5.NAKH900108	0.008
SeqPos.4.CHOP780204	0.008
SeqPos.1.GEOR030105	0.008
SeqPos.8.KANM800103	0.008
SeqPos.5.JANJ780102	0.008
SeqPos.3.BUNA790102	0.008
SeqPos.7.CIDH920102	0.008
SeqPos.9.MONM990201	0.008
SeqPos.5.BAEK050101	0.008
SeqPos.9.AURR980110	0.008
SeqPos.2.WOLS870103	0.008
SeqPos.7.VHEG790101	0.008
SeqPos.8.MUNV940104	0.008
SeqPos.4.HOPA770101	0.008
SeqPos.1.GEIM800105	0.008
SeqPos.7.QIAN880133	0.008
SeqPos.5.OOBM770103	0.008
SeqPos.9.BEGF750103	0.008
SeqPos.6.RADA880107	0.008
SeqPos.7.JACR890101	0.008
SeqPos.4.CHOP780216	0.008
SeqPos.1.BIGC670101	0.008
SeqPos.5.QIAN880129	0.008
SeqPos.9.PRAM820103	0.008
SeqPos.1.MANP780101	0.008
SeqPos.5.FASG760104	0.008
SeqPos.1.GOLD730102	0.008
SeqPos.2.RADA880107	0.008
SeqPos.7.FASG760102	0.008
SeqPos.7.PRAM900101	0.008
SeqPos.7.ENGD860101	0.008
SeqPos.6.NADH010104	0.008
SeqPos.4.LEVM780101	0.008
SeqPos.4.PRAM900102	0.008
SeqPos.2.BLAS910101	0.008
SeqPos.3.BULH740101	0.008
SeqPos.1.LEVM780102	0.008
SeqPos.1.PRAM900103	0.008
SeqPos.7.AURR980115	0.008
SeqPos.4.RACS820102	0.008
SeqPos.8.PALJ810109	0.008
SeqPos.7.BASU050103	0.008
SeqPos.5.JOND750102	0.008
SeqPos.6.EISD840101	0.008
SeqPos.8.CIDH920102	0.008
SeqPos.6.FAUJ880103	0.008
SeqPos.4.GEOR030106	0.008
SeqPos.2.AURR980108	0.008
SeqPos.2.JUNJ780101	0.008
SeqPos.3.MIYS990105	0.008
SeqPos.4.QIAN880137	0.008
SeqPos.9.JANJ780102	0.008
SeqPos.2.RADA880103	0.008
SeqPos.4.CIDH920101	0.008
SeqPos.9.GEOR030101	0.008
SeqPos.6.GEOR030108	0.008
SeqPos.9.AURR980117	0.008
SeqPos.7.RADA880102	0.008
SeqPos.5.LEVM760101	0.008
SeqPos.6.QIAN880136	0.008
SeqPos.7.PALJ810103	0.008
SeqPos.6.JOND920101	0.008
SeqPos.6.TANS770106	0.008
SeqPos.1.DAYM780101	0.008
SeqPos.9.CHOP780207	0.008
SeqPos.4.KUHL950101	0.008
SeqPos.5.HUTJ700101	0.008
SeqPos.9.AURR980102	0.008
SeqPos.2.VINM940104	0.008
SeqPos.3.ROSG850102	0.008
SeqPos.3.QIAN880129	0.008
SeqPos.8.GEOR030103	0.008
SeqPos.3.NADH010102	0.008
SeqPos.9.CHOP780203	0.008
SeqPos.7.ROBB760105	0.008
SeqPos.8.NADH010104	0.008
SeqPos.2.LEVM760105	0.008
SeqPos.7.YUTK870102	0.008
SeqPos.5.BASU050102	0.008
SeqPos.9.RICJ880101	0.008
SeqPos.9.RICJ880102	0.008
SeqPos.3.ROBB760112	0.008
SeqPos.1.AURR980109	0.008
SeqPos.5.ISOY800105	0.008
SeqPos.1.VASM830103	0.008
SeqPos.4.AURR980119	0.008
SeqPos.4.CHAM830106	0.008
SeqPos.9.RICJ880107	0.008
SeqPos.1.CHOP780204	0.008
SeqPos.4.DESM900102	0.008
SeqPos.7.GUYH850105	0.008
SeqPos.5.KRIW710101	0.008
SeqPos.9.GUOD860101	0.008
SeqPos.9.TANS770103	0.008
SeqPos.1.CEDJ970105	0.008
SeqPos.3.BIOV880102	0.008
SeqPos.8.NAGK730101	0.008
SeqPos.3.CHOP780208	0.008
SeqPos.3.VASM830103	0.008
SeqPos.2.CHOP780201	0.008
SeqPos.1.GEIM800104	0.008
SeqPos.3.NISK800101	0.008
SeqPos.6.CORJ870107	0.008
SeqPos.4.QIAN880113	0.008
SeqPos.6.NOZY710101	0.008
SeqPos.9.QIAN880134	0.008
SeqPos.2.PRAM820101	0.008
SeqPos.9.CHAM830106	0.008
SeqPos.6.PALJ810114	0.008
SeqPos.1.RACS820106	0.008
SeqPos.5.KUHL950101	0.008
SeqPos.3.RACS820102	0.008
SeqPos.5.QIAN880126	0.008
SeqPos.9.MITS020101	0.008
SeqPos.4.AURR980101	0.008
SeqPos.8.GEIM800104	0.008
SeqPos.7.AURR980103	0.008
SeqPos.5.CHOP780206	0.008
SeqPos.9.CORJ870106	0.008
SeqPos.1.PALJ810116	0.008
SeqPos.9.ROBB760113	0.008
SeqPos.3.RICJ880116	0.008
SeqPos.6.QIAN880109	0.008
SeqPos.3.PARJ860101	0.008
SeqPos.2.GEIM800109	0.008
SeqPos.3.FAUJ830101	0.008
SeqPos.3.QIAN880117	0.008
SeqPos.5.PONP800103	0.008
SeqPos.2.DESM900102	0.008
SeqPos.6.NAKH920108	0.008
SeqPos.3.QIAN880105	0.008
SeqPos.2.RICJ880101	0.008
SeqPos.2.RICJ880102	0.008
SeqPos.9.NADH010106	0.008
SeqPos.9.CHOP780208	0.008
SeqPos.1.PRAM820102	0.008
SeqPos.9.FUKS010108	0.008
SeqPos.5.ZHOH040102	0.008
SeqPos.1.PALJ810110	0.008
SeqPos.3.QIAN880101	0.008
SeqPos.7.CHOP780204	0.008
SeqPos.2.NADH010104	0.008
SeqPos.1.QIAN880102	0.008
SeqPos.9.PALJ810108	0.008
SeqPos.2.GEOR030108	0.008
SeqPos.5.SIMZ760101	0.008
SeqPos.5.CHOP780213	0.008
SeqPos.9.PUNT030101	0.008
SeqPos.4.PONP800108	0.008
SeqPos.5.MAXF760106	0.008
SeqPos.9.CEDJ970101	0.008
SeqPos.3.WARP780101	0.008
SeqPos.4.CHOP780202	0.008
SeqPos.3.KRIW790102	0.008
SeqPos.5.LEVM780106	0.008
SeqPos.5.QIAN880101	0.008
SeqPos.9.HOPA770101	0.008
SeqPos.1.ZIMJ680105	0.008
SeqPos.9.CHOP780101	0.008
SeqPos.9.FODM020101	0.008
SeqPos.2.KRIW790102	0.008
SeqPos.4.CHOP780212	0.008
SeqPos.7.CORJ870106	0.008
SeqPos.3.GEOR030105	0.008
SeqPos.9.PRAM820101	0.007
SeqPos.2.PARJ860101	0.007
SeqPos.3.SWER830101	0.007
SeqPos.3.CORJ870102	0.007
SeqPos.4.AURR980106	0.007
SeqPos.2.NADH010101	0.007
SeqPos.9.NAKH900106	0.007
SeqPos.8.SNEP660104	0.007
SeqPos.9.AURR980118	0.007
SeqPos.3.MUNV940101	0.007
SeqPos.9.CASG920101	0.007
SeqPos.3.AURR980101	0.007
SeqPos.4.KUMS000101	0.007
SeqPos.4.JANJ780103	0.007
SeqPos.8.CHAM820102	0.007
SeqPos.5.VINM940104	0.007
SeqPos.4.QIAN880131	0.007
SeqPos.5.CHAM820102	0.007
SeqPos.8.PALJ810107	0.007
SeqPos.9.QIAN880108	0.007
SeqPos.4.HOPT810101	0.007
SeqPos.3.RACS770102	0.007
SeqPos.8.BASU050102	0.007
SeqPos.6.CHOC750101	0.007
SeqPos.5.ZASB820101	0.007
SeqPos.4.DAWD720101	0.007
SeqPos.9.KRIW790101	0.007
SeqPos.3.TANS770110	0.007
SeqPos.8.AURR980101	0.007
SeqPos.5.CHOC750101	0.007
SeqPos.8.AURR980109	0.007
SeqPos.6.CORJ870103	0.007
SeqPos.3.NAKH900107	0.007
SeqPos.9.EISD860101	0.007
SeqPos.7.RICJ880104	0.007
SeqPos.6.GRAR740102	0.007
SeqPos.4.RACS820101	0.007
SeqPos.1.ROBB790101	0.007
SeqPos.7.FUKS010102	0.007
SeqPos.2.FUKS010101	0.007
SeqPos.4.MIYS990105	0.007
SeqPos.8.MAXF760104	0.007
SeqPos.5.WILM950102	0.007
SeqPos.9.HUTJ700103	0.007
SeqPos.3.VHEG790101	0.007
SeqPos.4.QIAN880125	0.007
SeqPos.2.ISOY800105	0.007
SeqPos.7.RACS770103	0.007
SeqPos.1.GEIM800109	0.007
SeqPos.1.GEOR030101	0.007
SeqPos.5.QIAN880130	0.007
SeqPos.5.QIAN880115	0.007
SeqPos.1.HARY940101	0.007
SeqPos.2.JURD980101	0.007
SeqPos.1.KHAG800101	0.007
SeqPos.2.WILM950101	0.007
SeqPos.1.JURD980101	0.007
SeqPos.9.ISOY800106	0.007
SeqPos.6.OOBM770101	0.007
SeqPos.4.CORJ870103	0.007
SeqPos.4.AURR980118	0.007
SeqPos.2.FAUJ830101	0.007
SeqPos.4.QIAN880128	0.007
SeqPos.9.NAKH900110	0.007
SeqPos.5.FAUJ880103	0.007
SeqPos.1.FAUJ880108	0.007
SeqPos.5.ARGP820101	0.007
SeqPos.5.JOND750101	0.007
SeqPos.7.KARP850101	0.007
SeqPos.4.OLSK800101	0.007
SeqPos.1.PALJ810111	0.007
SeqPos.7.QIAN880118	0.007
SeqPos.8.NAKH900112	0.007
SeqPos.4.MEEJ800101	0.007
SeqPos.4.FUKS010109	0.007
SeqPos.9.ROBB760103	0.007
SeqPos.5.GOLD730102	0.007
SeqPos.5.VELV850101	0.007
SeqPos.5.COSI940101	0.007
SeqPos.2.GEOR030101	0.007
SeqPos.9.GRAR740102	0.007
SeqPos.9.MIYS990104	0.007
SeqPos.9.MIYS990105	0.007
SeqPos.9.BLAS910101	0.007
SeqPos.4.BUNA790103	0.007
SeqPos.4.KARP850102	0.007
SeqPos.1.YUTK870101	0.007
SeqPos.4.MIYS990104	0.007
SeqPos.8.QIAN880119	0.007
SeqPos.8.RADA880103	0.007
SeqPos.2.ROBB760105	0.007
SeqPos.4.PALJ810112	0.007
SeqPos.3.RACS770101	0.007
SeqPos.1.ROBB760102	0.007
SeqPos.4.MEIH800103	0.007
SeqPos.5.CHAM830106	0.007
SeqPos.9.ZIMJ680105	0.007
SeqPos.2.PONP800108	0.007
SeqPos.9.RACS820113	0.007
SeqPos.2.PALJ810110	0.007
SeqPos.7.KUHL950101	0.007
SeqPos.5.JANJ790101	0.007
SeqPos.3.LEVM780101	0.007
SeqPos.3.PRAM900102	0.007
SeqPos.5.DESM900102	0.007
SeqPos.3.MUNV940103	0.007
SeqPos.2.WARP780101	0.007
SeqPos.7.BHAR880101	0.007
SeqPos.1.COWR900101	0.007
SeqPos.3.GUOD860101	0.007
SeqPos.6.QIAN880123	0.007
SeqPos.4.LIFS790103	0.007
SeqPos.5.RACS820102	0.007
SeqPos.5.QIAN880108	0.007
SeqPos.9.QIAN880122	0.007
SeqPos.4.ROBB760101	0.007
SeqPos.1.CHAM820101	0.007
SeqPos.6.GEIM800109	0.007
SeqPos.4.FUKS010103	0.007
SeqPos.2.NAKH920102	0.007
SeqPos.2.CEDJ970103	0.007
SeqPos.6.PLIV810101	0.007
SeqPos.5.GEOR030101	0.007
SeqPos.4.QIAN880120	0.007
SeqPos.4.AURR980111	0.007
SeqPos.2.NAKH920101	0.007
SeqPos.2.CHOP780204	0.007
SeqPos.2.PRAM900101	0.007
SeqPos.2.ENGD860101	0.007
SeqPos.9.RACS820107	0.007
SeqPos.6.CRAJ730103	0.007
SeqPos.4.AURR980120	0.007
SeqPos.7.LIFS790103	0.007
SeqPos.2.OOBM850105	0.007
SeqPos.3.CORJ870104	0.007
SeqPos.4.ISOY800107	0.007
SeqPos.7.PARS000102	0.007
SeqPos.7.SNEP660101	0.007
SeqPos.9.RICJ880114	0.007
SeqPos.5.YUTK870101	0.007
SeqPos.1.CIDH920104	0.007
SeqPos.8.JOND750102	0.007
SeqPos.6.RACS820109	0.007
SeqPos.3.RICJ880103	0.007
SeqPos.4.RICJ880117	0.007
SeqPos.4.AURR980114	0.007
SeqPos.3.CHOP780206	0.007
SeqPos.3.QIAN880120	0.007
SeqPos.7.BURA740101	0.007
SeqPos.1.BEGF750103	0.007
SeqPos.7.MEIH800103	0.007
SeqPos.2.RACS820102	0.007
SeqPos.6.KUMS000102	0.007
SeqPos.8.FUKS010106	0.007
SeqPos.3.MEEJ800102	0.007
SeqPos.3.ROBB760101	0.007
SeqPos.6.FASG760105	0.007
SeqPos.4.QIAN880106	0.007
SeqPos.6.PONP800108	0.007
SeqPos.2.ROBB760109	0.007
SeqPos.8.CEDJ970103	0.007
SeqPos.6.GEOR030102	0.007
SeqPos.2.NAKH900111	0.007
SeqPos.9.RICJ880105	0.007
SeqPos.9.PONP800105	0.007
SeqPos.9.MEEJ800102	0.007
SeqPos.9.QIAN880128	0.007
SeqPos.9.PALJ810103	0.007
SeqPos.4.PALJ810115	0.007
SeqPos.2.WERD780102	0.007
SeqPos.4.MANP780101	0.007
SeqPos.3.JANJ780101	0.007
SeqPos.1.CORJ870106	0.007
SeqPos.1.CIDH920105	0.007
SeqPos.9.PALJ810116	0.007
SeqPos.5.ROSM880103	0.007
SeqPos.9.CHOP780212	0.007
SeqPos.9.AURR980114	0.007
SeqPos.7.AURR980118	0.007
SeqPos.4.AURR980108	0.007
SeqPos.4.CHOP780211	0.007
SeqPos.3.NADH010106	0.007
SeqPos.1.LEVM780104	0.007
SeqPos.8.GOLD730102	0.007
SeqPos.3.FASG760105	0.007
SeqPos.8.WILM950103	0.007
SeqPos.2.JANJ780102	0.007
SeqPos.8.WOLR810101	0.007
SeqPos.3.DESM900101	0.007
SeqPos.4.CEDJ970102	0.007
SeqPos.8.RICJ880101	0.007
SeqPos.8.RICJ880102	0.007
SeqPos.1.QIAN880139	0.007
SeqPos.2.CHOP780207	0.007
SeqPos.1.NAGK730103	0.007
SeqPos.3.NAKH900112	0.007
SeqPos.2.GEOR030107	0.007
SeqPos.6.SUYM030101	0.007
SeqPos.6.QIAN880113	0.007
SeqPos.6.NAKH900109	0.007
SeqPos.4.GRAR740102	0.007
SeqPos.8.HUTJ700102	0.007
SeqPos.2.FUKS010102	0.007
SeqPos.1.MEEJ810102	0.007
SeqPos.3.QIAN880103	0.007
SeqPos.8.FAUJ880105	0.007
SeqPos.4.COHE430101	0.007
SeqPos.4.QIAN880111	0.007
SeqPos.3.BLAS910101	0.007
SeqPos.8.QIAN880129	0.007
SeqPos.1.GEOR030109	0.007
SeqPos.6.RADA880105	0.007
SeqPos.1.LEVM760102	0.007
SeqPos.2.PALJ810112	0.007
SeqPos.2.RACS770101	0.007
SeqPos.3.CORJ870108	0.007
SeqPos.1.MAXF760104	0.007
SeqPos.4.NAKH920104	0.007
SeqPos.3.FAUJ880108	0.007
SeqPos.9.GEOR030103	0.007
SeqPos.7.MAXF760101	0.007
SeqPos.1.PTIO830102	0.007
SeqPos.4.RACS820114	0.007
SeqPos.1.ROBB760101	0.007
SeqPos.2.AURR980102	0.007
SeqPos.4.FINA770101	0.007
SeqPos.2.FINA910103	0.007
SeqPos.7.RACS820107	0.007
SeqPos.5.WOLS870102	0.007
SeqPos.5.TANS770102	0.007
SeqPos.3.LEVM780104	0.007
SeqPos.7.FAUJ880108	0.007
SeqPos.2.QIAN880101	0.007
SeqPos.1.ROSM880101	0.007
SeqPos.5.ROBB760111	0.007
SeqPos.3.NAKH900110	0.007
SeqPos.7.QIAN880124	0.007
SeqPos.2.QIAN880105	0.007
SeqPos.5.CORJ870106	0.007
SeqPos.2.CHOP780208	0.007
SeqPos.9.ISOY800107	0.007
SeqPos.1.PALJ810106	0.007
SeqPos.5.CORJ870101	0.007
SeqPos.2.ZHOH040102	0.007
SeqPos.1.BASU050102	0.007
SeqPos.5.HOPT810101	0.007
SeqPos.6.HUTJ700102	0.007
